transaction_id,transaction_timestamp,amount,customer_id,card_id,device_id,merchant_id,ip_address,product_code,card_network,card_type,email_domain,address_id,country,fraud_label
TX_0000067,2026-01-01T00:44:03.072479+00:00,16.76,C_7138,CARD_7138_A,DEV_7138_A,M_0380,192.168.38.139,W,mastercard,debit,aol.com,ZIP_10538,US,0
TX_0000068,2026-01-01T00:44:16.193226+00:00,520.77,C_7404,CARD_7404_A,DEV_7404_A,M_0820,192.168.39.155,R,mastercard,credit,gmail.com,ZIP_10204,US,0
TX_0000069,2026-01-01T00:44:43.689018+00:00,57.55,C_7255,CARD_7255_A,DEV_NEW_C_7255_677,M_0405,192.168.39.6,S,mastercard,debit,outlook.com,ZIP_10055,US,0
TX_0000070,2026-01-01T00:45:31.908636+00:00,63.78,C_5967,CARD_5967_A,DEV_5967_A,M_0781,192.168.33.218,H,visa,debit,yahoo.com,ZIP_10567,US,0
TX_0000071,2026-01-01T00:46:18.068806+00:00,4.49,C_6780,CARD_6780_A,DEV_6780_A,M_0559,192.168.37.31,W,discover,debit,outlook.com,ZIP_10180,US,0
TX_0000072,2026-01-01T00:47:06.779427+00:00,124.66,C_0538,CARD_0538_A,DEV_HOUSEHOLD_0218,M_0927,192.168.12.39,R,discover,debit,yahoo.com,ZIP_10538,US,0
TX_0000073,2026-01-01T00:47:42.966189+00:00,2782.57,C_0655,CARD_0655_A,DEV_0655_A,M_0744,192.168.12.156,C,mastercard,debit,aol.com,ZIP_10055,US,0
TX_0000074,2026-01-01T00:47:58.526250+00:00,637.98,C_5737,CARD_5737_A,,M_1095,192.168.32.238,R,visa,credit,icloud.com,ZIP_10337,US,0
TX_0000075,2026-01-01T00:47:58.636303+00:00,67.37,C_1039,CARD_1039_B,DEV_NEW_C_1039_858,M_0093,172.28.13.57,C,discover,debit,hotmail.com,ZIP_10439,US,0
TX_0000076,2026-01-01T00:48:00.245928+00:00,85.85,C_1370,CARD_1370_A,DEV_1370_A,M_0608,192.168.15.121,R,american express,debit,aol.com,ZIP_10170,US,0
TX_0000077,2026-01-01T00:49:02.121980+00:00,413.1,C_2708,CARD_2708_A,DEV_2708_A,M_0380,192.168.20.209,W,discover,debit,icloud.com,ZIP_10308,US,0
TX_0000078,2026-01-01T00:49:17.717821+00:00,45.61,C_7297,CARD_7297_A,DEV_7297_A,M_0105,192.168.39.48,R,visa,debit,aol.com,ZIP_10097,US,0
TX_0000079,2026-01-01T00:50:18.292745+00:00,74.61,C_7703,CARD_7703_A,DEV_7703_A,M_0610,192.168.40.204,C,american express,debit,outlook.com,ZIP_10503,CA,0
TX_0000080,2026-01-01T00:50:50.077439+00:00,1.99,C_3528,CARD_3528_A,DEV_3528_A,M_1152,192.168.24.29,R,visa,debit,yahoo.com,ZIP_10528,GB,0
TX_0000081,2026-01-01T00:51:24.790730+00:00,67.02,C_2688,CARD_2688_A,DEV_2688_A,M_1101,192.168.20.189,R,american express,debit,icloud.com,ZIP_10288,US,0
TX_0000082,2026-01-01T00:52:46.505257+00:00,90.41,C_6402,CARD_6402_A,DEV_6402_A,M_0295,192.168.35.153,R,american express,debit,yahoo.com,ZIP_10402,US,0
TX_0000083,2026-01-01T00:53:11.021346+00:00,65.67,C_3901,CARD_3901_A,DEV_3901_A,M_0357,192.168.25.152,W,discover,debit,yahoo.com,ZIP_10301,US,0
TX_0000084,2026-01-01T00:53:14.188918+00:00,129.0,C_7541,CARD_7541_A,DEV_7541_B,M_0033,192.168.40.42,W,visa,debit,yahoo.com,ZIP_10341,US,0
TX_0000085,2026-01-01T00:53:53.985050+00:00,41.81,C_1783,CARD_1783_A,DEV_1783_A,M_0083,192.168.17.34,H,american express,debit,icloud.com,ZIP_10583,US,0
TX_0000086,2026-01-01T00:55:45.106798+00:00,67.5,C_5733,CARD_5733_A,DEV_NEW_C_5733_918,M_0020,192.168.32.234,C,american express,debit,aol.com,ZIP_10333,US,0
TX_0000087,2026-01-01T00:57:59.635273+00:00,116.08,C_4848,CARD_4848_A,DEV_4848_A,M_0245,192.168.29.99,H,discover,debit,yahoo.com,ZIP_10048,US,0
TX_0000088,2026-01-01T00:59:10.025970+00:00,128.31,C_6856,CARD_6856_B,DEV_6856_A,M_0393,192.168.37.107,R,visa,debit,gmail.com,ZIP_10256,US,0
TX_0000089,2026-01-01T00:59:10.742001+00:00,35.09,C_6966,CARD_6966_A,DEV_6966_A,M_0626,192.168.37.217,R,american express,credit,yahoo.com,ZIP_10366,GB,0
TX_0000090,2026-01-01T00:59:42.135092+00:00,27.29,C_7015,CARD_7015_A,DEV_NEW_C_7015_400,M_0767,192.168.38.16,C,american express,debit,gmail.com,ZIP_10415,US,0
TX_0000091,2026-01-01T00:59:51.237973+00:00,37.24,C_0294,CARD_0294_A,DEV_HOUSEHOLD_0294,M_0652,198.51.100.50,H,discover,debit,icloud.com,ZIP_10294,US,0
TX_0000092,2026-01-01T01:00:36.574058+00:00,64.29,C_3204,CARD_3204_B,DEV_3204_A,M_0622,192.168.22.205,S,discover,debit,yahoo.com,ZIP_10204,US,0
TX_0000093,2026-01-01T01:01:26.110926+00:00,128.34,C_7160,CARD_7160_A,DEV_7160_A,M_0544,192.168.38.161,S,discover,debit,aol.com,ZIP_10560,US,0
TX_0000094,2026-01-01T01:01:40.194225+00:00,186.31,C_4865,CARD_4865_A,DEV_4865_A,M_0256,198.51.100.43,W,discover,debit,hotmail.com,ZIP_10065,US,0
TX_0000095,2026-01-01T01:02:13.404181+00:00,19.61,C_0062,CARD_0062_A,DEV_HOUSEHOLD_0062,M_0960,192.168.10.63,R,mastercard,debit,yahoo.com,ZIP_10062,US,0
TX_0000096,2026-01-01T01:02:53.315459+00:00,56.72,C_2868,CARD_2868_A,DEV_2868_A,M_1184,192.168.21.119,H,visa,debit,gmail.com,ZIP_10468,US,0
TX_0000097,2026-01-01T01:03:17.256572+00:00,104.27,C_0882,CARD_0882_B,,M_0350,198.51.100.35,R,visa,credit,aol.com,ZIP_10282,US,0
TX_0000098,2026-01-01T01:03:39.889686+00:00,44.45,C_3005,CARD_3005_A,DEV_3005_A,M_0381,192.168.22.6,C,discover,debit,icloud.com,ZIP_10005,US,0
TX_0000099,2026-01-01T01:04:26.302230+00:00,97.56,C_0346,CARD_0346_A,DEV_HOUSEHOLD_0026,M_0425,192.168.11.97,W,visa,debit,gmail.com,ZIP_10346,US,0
TX_0000100,2026-01-01T01:04:27.246578+00:00,138.81,C_5618,CARD_5618_A,DEV_5618_A,M_0762,172.24.1.31,H,american express,credit,gmail.com,ZIP_10218,US,0
TX_0000101,2026-01-01T01:04:40.427770+00:00,144.18,C_3536,CARD_3536_A,DEV_3536_A,M_1110,198.51.100.44,H,visa,credit,outlook.com,ZIP_10536,US,0
TX_0000102,2026-01-01T01:04:49.288426+00:00,180.32,C_5924,CARD_5924_A,DEV_5924_A,M_0938,192.168.33.175,W,american express,debit,aol.com,ZIP_10524,US,0
TX_0000103,2026-01-01T01:04:56.766753+00:00,2.99,C_0028,CARD_0028_A,DEV_HOUSEHOLD_0028,M_0555,192.168.10.29,H,visa,debit,yahoo.com,ZIP_10028,US,0
TX_0000104,2026-01-01T01:05:06.534578+00:00,128.94,C_5568,CARD_5568_A,DEV_5568_A,M_1127,172.24.1.38,C,visa,debit,icloud.com,ZIP_10168,US,0
TX_0000105,2026-01-01T01:05:12.386561+00:00,595.31,C_4626,CARD_4626_A,DEV_4626_A,M_0922,192.168.28.127,W,american express,debit,hotmail.com,ZIP_10426,US,0
TX_0000106,2026-01-01T01:05:19.336722+00:00,152.26,C_1264,CARD_1264_A,DEV_1264_A,M_0965,192.168.15.15,C,mastercard,credit,outlook.com,ZIP_10064,US,0
TX_0000107,2026-01-01T01:05:21.345831+00:00,87.58,C_7495,CARD_7495_A,DEV_7495_A,M_0800,198.51.100.22,W,american express,debit,icloud.com,ZIP_10295,US,0
TX_0000108,2026-01-01T01:05:32.915191+00:00,59.56,C_0255,CARD_0255_A,DEV_HOUSEHOLD_0255,M_0997,172.28.14.225,S,american express,debit,gmail.com,ZIP_10255,US,0
TX_0000109,2026-01-01T01:07:48.395655+00:00,466.98,C_2669,CARD_2669_A,DEV_2669_A,M_0858,192.168.20.170,H,american express,debit,hotmail.com,ZIP_10269,US,0
TX_0000110,2026-01-01T01:08:27.132573+00:00,49.67,C_1022,CARD_1022_A,DEV_1022_A,M_0558,192.168.14.23,W,american express,credit,outlook.com,ZIP_10422,US,0
TX_0000111,2026-01-01T01:08:30.889686+00:00,65.38,C_3005,CARD_3005_A,DEV_3005_A,M_0862,192.168.22.6,S,discover,debit,icloud.com,ZIP_10005,US,0
TX_0000112,2026-01-01T01:09:54.476376+00:00,1.99,C_4915,CARD_4915_A,DEV_4915_A,M_1023,192.168.29.166,C,mastercard,debit,hotmail.com,ZIP_10115,US,0
TX_0000113,2026-01-01T01:10:31.302230+00:00,56.24,C_0346,CARD_0346_A,DEV_HOUSEHOLD_0026,M_0855,192.168.11.97,W,visa,debit,gmail.com,ZIP_10346,US,0
TX_0000114,2026-01-01T01:10:39.941134+00:00,68.55,C_3938,CARD_3938_A,DEV_3938_A,M_0866,192.168.25.189,H,discover,debit,icloud.com,ZIP_10338,US,0
TX_0000115,2026-01-01T01:12:07.720286+00:00,534.31,C_6257,CARD_6257_A,DEV_6257_B,M_0610,192.168.35.8,C,visa,debit,hotmail.com,ZIP_10257,US,0
TX_0000116,2026-01-01T01:13:32.334128+00:00,58.14,C_6316,CARD_6316_A,DEV_6316_A,M_1083,172.24.1.25,S,mastercard,credit,aol.com,ZIP_10316,US,0
TX_0000117,2026-01-01T01:13:53.066123+00:00,52.01,C_0457,CARD_0457_A,,M_0605,192.168.11.208,S,discover,debit,yahoo.com,ZIP_10457,US,0
TX_0000118,2026-01-01T01:14:21.713825+00:00,181.52,C_7261,CARD_7261_A,,M_0126,192.168.39.12,W,discover,debit,outlook.com,ZIP_10061,US,0
TX_0000119,2026-01-01T01:15:02.504227+00:00,110.73,C_3970,CARD_3970_A,DEV_3970_A,M_0867,192.168.25.221,S,discover,debit,icloud.com,ZIP_10370,US,0
TX_0000120,2026-01-01T01:17:14.917203+00:00,171.7,C_1025,CARD_1025_A,DEV_1025_A,M_0310,192.168.14.26,S,discover,debit,yahoo.com,ZIP_10425,US,0
TX_0000121,2026-01-01T01:17:36.720286+00:00,8.85,C_6257,CARD_6257_A,DEV_6257_B,M_0979,192.168.35.8,W,visa,debit,hotmail.com,ZIP_10257,US,0
TX_0000122,2026-01-01T01:18:22.642365+00:00,141.7,C_2845,CARD_2845_A,DEV_2845_A,M_0358,192.168.21.96,W,mastercard,debit,hotmail.com,ZIP_10445,US,0
TX_0000123,2026-01-01T01:19:24.623099+00:00,88.57,C_6888,CARD_6888_A,DEV_6888_A,M_0536,192.168.37.139,R,visa,debit,icloud.com,ZIP_10288,US,0
TX_0000124,2026-01-01T01:20:44.735646+00:00,123.63,C_4222,CARD_4222_A,DEV_4222_A,M_0362,192.168.26.223,S,american express,debit,hotmail.com,ZIP_10022,US,0
TX_0000125,2026-01-01T01:20:56.093551+00:00,19.79,C_0002,CARD_0002_A,DEV_HOUSEHOLD_0002,M_0571,192.168.10.3,H,visa,debit,gmail.com,ZIP_10002,US,0
TX_0000126,2026-01-01T01:22:01.526324+00:00,47.42,C_4805,CARD_4805_A,DEV_4805_A,M_1188,192.168.29.56,R,american express,credit,hotmail.com,ZIP_10005,US,0
TX_0000127,2026-01-01T01:22:46.212660+00:00,113.86,C_2862,CARD_2862_A,DEV_2862_A,M_0015,192.168.21.113,C,visa,debit,hotmail.com,ZIP_10462,US,0
TX_0000128,2026-01-01T01:24:05.543985+00:00,111.07,C_0188,CARD_0188_A,DEV_HOUSEHOLD_0188,M_1181,192.168.10.189,H,discover,debit,hotmail.com,ZIP_10188,US,0
TX_0000129,2026-01-01T01:24:43.525421+00:00,4.49,C_2808,CARD_2808_A,DEV_2808_A,M_0290,192.168.21.59,C,mastercard,credit,icloud.com,ZIP_10408,US,0
TX_0000130,2026-01-01T01:25:07.954414+00:00,98.8,C_0378,CARD_0378_A,DEV_HOUSEHOLD_0058,M_0504,198.51.100.15,R,american express,debit,hotmail.com,ZIP_10378,US,0
TX_0000131,2026-01-01T01:25:22.397741+00:00,98.37,C_7782,CARD_7782_A,DEV_7782_A,M_0505,192.168.41.33,R,visa,debit,icloud.com,ZIP_10582,US,0
TX_0000132,2026-01-01T01:26:04.451055+00:00,592.55,C_7508,CARD_7508_A,DEV_7508_A,M_0258,192.168.40.9,S,discover,debit,aol.com,ZIP_10308,US,0
TX_0000133,2026-01-01T01:26:20.964884+00:00,73.38,C_4626,CARD_4626_A,DEV_4626_A,M_0497,192.168.28.127,H,american express,debit,hotmail.com,ZIP_10426,US,0
TX_0000134,2026-01-01T01:26:44.221006+00:00,47.49,C_7154,CARD_7154_A,DEV_7154_A,M_0842,192.168.38.155,H,mastercard,debit,aol.com,ZIP_10554,US,0
TX_0000135,2026-01-01T01:27:56.577589+00:00,82.44,C_5721,CARD_5721_A,DEV_5721_A,M_1047,192.168.32.222,R,american express,debit,yahoo.com,ZIP_10321,US,0
TX_0000136,2026-01-01T01:28:05.774411+00:00,87.76,C_2503,CARD_2503_A,DEV_2503_A,M_0704,192.168.20.4,S,mastercard,credit,yahoo.com,ZIP_10103,US,0
TX_0000137,2026-01-01T01:28:08.270020+00:00,105.14,C_4225,CARD_4225_A,DEV_4225_A,M_0417,192.168.26.226,C,american express,debit,aol.com,ZIP_10025,US,0
TX_0000138,2026-01-01T01:28:34.958290+00:00,71.58,C_2412,CARD_2412_A,DEV_2412_B,M_1126,192.168.19.163,S,visa,debit,aol.com,ZIP_10012,US,0
TX_0000139,2026-01-01T01:28:47.723292+00:00,32.1,C_4645,CARD_4645_A,DEV_4645_A,M_0434,192.168.28.146,R,discover,credit,icloud.com,ZIP_10445,US,0
TX_0000140,2026-01-01T01:29:10.082638+00:00,120.79,C_7773,CARD_7773_A,DEV_7773_A,M_0774,192.168.41.24,S,discover,debit,aol.com,ZIP_10573,US,0
TX_0000141,2026-01-01T01:29:14.573732+00:00,58.46,C_0741,CARD_0741_A,DEV_0741_A,M_1138,198.51.100.36,C,discover,debit,yahoo.com,ZIP_10141,CA,0
TX_0000142,2026-01-01T01:29:59.957621+00:00,40.89,C_2557,CARD_2557_A,DEV_2557_A,M_0839,198.51.100.43,H,mastercard,credit,aol.com,ZIP_10157,US,0
TX_0000143,2026-01-01T01:31:05.370958+00:00,41.36,C_5553,CARD_5553_A,DEV_5553_A,M_0309,192.168.32.54,R,discover,credit,icloud.com,ZIP_10153,US,0
TX_0000144,2026-01-01T01:32:30.075796+00:00,63.18,C_4856,CARD_4856_A,DEV_NEW_C_4856_872,M_0846,192.168.29.107,H,discover,debit,icloud.com,ZIP_10056,US,0
TX_0000145,2026-01-01T01:32:36.012489+00:00,5.39,C_5499,CARD_5499_A,DEV_5499_A,M_0871,192.168.31.250,W,discover,debit,outlook.com,ZIP_10099,US,0
TX_0000146,2026-01-01T01:32:52.409295+00:00,52.24,C_4354,CARD_4354_A,DEV_4354_A,M_0886,192.168.27.105,W,mastercard,debit,yahoo.com,ZIP_10154,US,0
