transaction_id,transaction_timestamp,amount,customer_id,card_id,device_id,merchant_id,ip_address,product_code,card_network,card_type,email_domain,address_id,country,fraud_label
TX_0000081,2026-01-01T01:17:25.923636+00:00,56.83,C_1642,CARD_1642_A,DEV_1642_B,M_0637,192.168.16.143,S,american express,debit,icloud.com,ZIP_10442,US,0
TX_0000082,2026-01-01T01:17:27.093087+00:00,105.11,C_1784,CARD_1784_A,,M_0581,192.168.17.35,C,mastercard,debit,yahoo.com,ZIP_10584,GB,0
TX_0000083,2026-01-01T01:17:43.695521+00:00,160.79,C_4745,CARD_4745_A,DEV_4745_A,M_0418,192.168.28.246,C,discover,debit,hotmail.com,ZIP_10545,US,0
TX_0000084,2026-01-01T01:18:02.116730+00:00,114.32,C_7492,CARD_7492_A,DEV_7492_A,M_0057,192.168.39.243,W,discover,credit,yahoo.com,ZIP_10292,US,0
TX_0000085,2026-01-01T01:18:09.237609+00:00,46.18,C_4822,CARD_4822_A,DEV_4822_A,M_0803,192.168.29.73,W,visa,debit,gmail.com,ZIP_10022,US,0
TX_0000086,2026-01-01T01:18:41.182306+00:00,185.21,C_2932,CARD_2932_A,DEV_2932_A,M_0431,192.168.21.183,H,discover,debit,icloud.com,ZIP_10532,US,0
TX_0000087,2026-01-01T01:19:19.980149+00:00,69.64,C_4699,CARD_4699_A,DEV_4699_A,M_0921,192.168.28.200,R,american express,debit,outlook.com,ZIP_10499,US,0
TX_0000088,2026-01-01T01:24:36.545850+00:00,99.12,C_3962,CARD_3962_A,DEV_3962_A,M_0484,192.168.25.213,H,american express,debit,yahoo.com,ZIP_10362,US,0
TX_0000089,2026-01-01T01:25:34.089628+00:00,68.3,C_4904,CARD_4904_A,DEV_4904_A,M_0407,192.168.29.155,S,discover,debit,aol.com,ZIP_10104,US,0
TX_0000090,2026-01-01T01:26:19.178608+00:00,146.51,C_4277,CARD_4277_A,DEV_4277_A,M_0702,192.168.27.28,R,mastercard,debit,icloud.com,ZIP_10077,CA,0
TX_0000091,2026-01-01T01:26:32.308514+00:00,335.5,C_0790,CARD_0790_A,DEV_0790_A,M_1084,192.168.13.41,C,discover,debit,gmail.com,ZIP_10190,US,0
TX_0000092,2026-01-01T01:26:32.674402+00:00,45.7,C_1978,CARD_1978_A,DEV_1978_A,M_0391,192.168.17.229,R,mastercard,debit,icloud.com,ZIP_10178,US,0
TX_0000093,2026-01-01T01:27:42.797075+00:00,3123.87,C_1572,CARD_1572_A,DEV_1572_A,M_0158,172.24.1.14,C,american express,credit,gmail.com,ZIP_10372,US,0
TX_0000094,2026-01-01T01:28:28.729337+00:00,131.98,C_5487,CARD_5487_A,DEV_5487_A,M_0427,192.168.31.238,H,visa,debit,hotmail.com,ZIP_10087,US,0
TX_0000095,2026-01-01T01:30:06.164978+00:00,82.84,C_0260,CARD_0260_A,DEV_0260_B,M_0061,192.168.11.11,S,discover,debit,yahoo.com,ZIP_10260,US,0
TX_0000096,2026-01-01T01:32:03.533980+00:00,644.71,C_3639,CARD_3639_A,DEV_3639_A,M_0908,192.168.24.140,W,american express,debit,icloud.com,ZIP_10039,US,0
TX_0000097,2026-01-01T01:32:04.089628+00:00,66.03,C_4904,CARD_4904_A,DEV_4904_A,M_0268,192.168.29.155,C,discover,debit,aol.com,ZIP_10104,US,0
TX_0000098,2026-01-01T01:32:25.079392+00:00,169.64,C_1560,CARD_1560_B,DEV_1560_A,M_0424,192.168.16.61,W,american express,credit,gmail.com,ZIP_10360,US,0
TX_0000099,2026-01-01T01:32:56.993159+00:00,118.75,C_4568,CARD_4568_A,DEV_4568_A,M_0201,192.168.28.69,H,discover,debit,yahoo.com,ZIP_10368,US,0
TX_0000100,2026-01-01T01:33:14.829537+00:00,77.6,C_2021,CARD_2021_A,DEV_2021_B,M_0599,198.51.100.9,W,discover,credit,gmail.com,ZIP_10221,US,0
TX_0000101,2026-01-01T01:34:00.733881+00:00,2.49,C_0103,CARD_0103_A,DEV_HOUSEHOLD_0103,M_0857,192.168.10.104,R,mastercard,debit,hotmail.com,ZIP_10103,US,0
TX_0000102,2026-01-01T01:35:47.207763+00:00,51.71,C_1400,CARD_1400_A,DEV_1400_A,M_0164,192.168.15.151,W,mastercard,debit,hotmail.com,ZIP_10200,US,0
TX_0000103,2026-01-01T01:36:51.267554+00:00,114.35,C_6006,CARD_6006_A,DEV_6006_A,M_0348,192.168.34.7,S,visa,debit,hotmail.com,ZIP_10006,US,0
TX_0000104,2026-01-01T01:36:55.752626+00:00,4.99,C_7045,CARD_7045_A,DEV_7045_A,M_1098,192.168.38.46,S,mastercard,debit,aol.com,ZIP_10445,US,0
TX_0000105,2026-01-01T01:37:54.694713+00:00,114.03,C_1990,CARD_1990_A,DEV_1990_A,M_0512,192.168.17.241,W,mastercard,debit,gmail.com,ZIP_10190,US,0
TX_0000106,2026-01-01T01:38:51.474737+00:00,481.16,C_3355,CARD_3355_A,DEV_3355_A,M_1119,192.168.23.106,C,mastercard,debit,aol.com,ZIP_10355,GB,0
TX_0000107,2026-01-01T01:39:07.106058+00:00,98.58,C_5026,CARD_5026_A,DEV_5026_A,M_0873,192.168.30.27,R,discover,credit,aol.com,ZIP_10226,US,0
TX_0000108,2026-01-01T01:39:07.387538+00:00,150.62,C_6398,CARD_6398_B,DEV_6398_A,M_0346,192.168.35.149,H,visa,debit,hotmail.com,ZIP_10398,US,0
TX_0000109,2026-01-01T01:40:27.945404+00:00,2205.34,C_4078,CARD_4078_A,DEV_4078_A,M_0085,192.168.26.79,H,american express,credit,yahoo.com,ZIP_10478,US,0
TX_0000110,2026-01-01T01:40:45.144457+00:00,109.67,C_3752,CARD_3752_A,DEV_3752_A,M_1094,192.168.25.3,S,mastercard,debit,yahoo.com,ZIP_10152,CA,0
TX_0000111,2026-01-01T01:40:50.628869+00:00,91.08,C_2308,CARD_2308_A,,M_0441,172.24.1.30,H,american express,debit,icloud.com,ZIP_10508,US,0
TX_0000112,2026-01-01T01:41:23.961661+00:00,316.61,C_5420,CARD_5420_A,DEV_5420_A,M_0465,192.168.31.171,H,mastercard,debit,aol.com,ZIP_10020,US,0
TX_0000113,2026-01-01T01:42:14.778167+00:00,32.61,C_4825,CARD_4825_A,DEV_4825_A,M_1053,192.168.29.76,W,visa,credit,gmail.com,ZIP_10025,CA,0
TX_0000114,2026-01-01T01:42:52.306545+00:00,2063.14,C_4951,CARD_4951_A,DEV_NEW_C_4951_255,M_1031,192.168.29.202,W,discover,debit,yahoo.com,ZIP_10151,US,0
TX_0000115,2026-01-01T01:42:59.534677+00:00,2281.6,C_3147,CARD_3147_A,DEV_3147_A,M_1109,172.28.1.193,H,discover,credit,icloud.com,ZIP_10147,GB,0
TX_0000116,2026-01-01T01:43:52.969024+00:00,42.31,C_6479,CARD_6479_A,DEV_6479_A,M_0598,192.168.35.230,C,american express,debit,aol.com,ZIP_10479,US,0
TX_0000117,2026-01-01T01:44:36.777101+00:00,1.49,C_0610,CARD_0610_A,DEV_HOUSEHOLD_0290,M_1198,192.168.12.111,S,discover,debit,gmail.com,ZIP_10010,US,0
TX_0000118,2026-01-01T01:44:56.247609+00:00,52.86,C_2216,CARD_2216_A,DEV_2216_B,M_0523,192.168.18.217,W,discover,credit,icloud.com,ZIP_10416,US,0
TX_0000119,2026-01-01T01:45:11.285974+00:00,28.28,C_0941,CARD_0941_A,,M_0381,192.168.13.192,H,discover,debit,icloud.com,ZIP_10341,US,0
TX_0000120,2026-01-01T01:45:40.534677+00:00,26.22,C_3147,CARD_3147_A,DEV_3147_A,M_0916,172.28.1.193,S,discover,credit,icloud.com,ZIP_10147,GB,0
TX_0000121,2026-01-01T01:46:17.068276+00:00,95.5,C_2675,CARD_2675_A,DEV_2675_A,M_0086,192.168.20.176,R,mastercard,credit,aol.com,ZIP_10275,US,0
TX_0000122,2026-01-01T01:50:28.446587+00:00,49.06,C_0454,CARD_0454_A,DEV_HOUSEHOLD_0134,M_0138,192.168.11.205,R,mastercard,debit,hotmail.com,ZIP_10454,US,0
TX_0000123,2026-01-01T01:50:58.783322+00:00,60.62,C_1929,CARD_1929_A,DEV_1929_A,M_0696,198.51.100.15,C,discover,credit,outlook.com,ZIP_10129,US,0
TX_0000124,2026-01-01T01:51:25.450274+00:00,83.98,C_6583,CARD_6583_A,DEV_6583_A,M_1119,192.168.36.84,C,american express,credit,aol.com,ZIP_10583,US,0
TX_0000125,2026-01-01T01:52:00.484012+00:00,41.94,C_2622,CARD_2622_A,DEV_2622_A,M_1058,192.168.20.123,W,visa,debit,aol.com,ZIP_10222,US,0
TX_0000126,2026-01-01T01:52:45.034734+00:00,40.93,C_4679,CARD_4679_A,DEV_4679_B,M_0837,192.168.28.180,H,mastercard,debit,gmail.com,ZIP_10479,US,0
TX_0000127,2026-01-01T01:52:45.944088+00:00,97.08,C_3582,CARD_3582_A,DEV_3582_A,M_0575,198.51.100.41,S,mastercard,debit,gmail.com,ZIP_10582,US,0
TX_0000128,2026-01-01T01:52:47.721963+00:00,0.99,C_5614,CARD_5614_A,DEV_5614_A,M_1104,192.168.32.115,S,visa,debit,icloud.com,ZIP_10214,US,0
TX_0000129,2026-01-01T01:52:53.003663+00:00,112.64,C_4046,CARD_4046_A,DEV_4046_A,M_0180,198.51.100.9,H,discover,debit,hotmail.com,ZIP_10446,US,0
TX_0000130,2026-01-01T01:53:22.153646+00:00,45.27,C_6251,CARD_6251_A,DEV_6251_A,M_0857,198.51.100.9,R,discover,debit,hotmail.com,ZIP_10251,US,0
TX_0000131,2026-01-01T01:53:28.623190+00:00,180.76,C_7981,CARD_7981_A,DEV_7981_A,M_0999,172.28.5.102,C,discover,debit,hotmail.com,ZIP_10181,US,0
TX_0000132,2026-01-01T01:53:34.567894+00:00,128.12,C_3430,CARD_3430_A,DEV_NEW_C_3430_618,M_1164,192.168.23.181,S,mastercard,debit,aol.com,ZIP_10430,US,0
TX_0000133,2026-01-01T01:54:06.384183+00:00,63.86,C_2206,CARD_2206_A,DEV_NEW_C_2206_853,M_1020,192.168.18.207,W,mastercard,credit,hotmail.com,ZIP_10406,US,0
TX_0000134,2026-01-01T01:54:23.612739+00:00,49.24,C_4418,CARD_4418_A,DEV_4418_A,M_1177,192.168.27.169,C,visa,debit,outlook.com,ZIP_10218,US,0
TX_0000135,2026-01-01T01:54:43.613063+00:00,143.36,C_3531,CARD_3531_A,,M_0407,192.168.24.32,S,visa,credit,outlook.com,ZIP_10531,US,0
TX_0000136,2026-01-01T01:54:47.495102+00:00,98.57,C_3842,CARD_3842_A,DEV_3842_A,M_0171,198.51.100.3,S,american express,debit,gmail.com,ZIP_10242,US,0
TX_0000137,2026-01-01T01:54:48.225132+00:00,128.38,C_4338,CARD_4338_A,DEV_4338_B,M_0240,192.168.27.89,R,discover,debit,yahoo.com,ZIP_10138,US,0
TX_0000138,2026-01-01T01:55:05.608775+00:00,146.82,C_0777,CARD_0777_A,DEV_0777_A,M_0571,172.28.16.131,S,american express,credit,hotmail.com,ZIP_10177,US,0
TX_0000139,2026-01-01T01:55:15.521165+00:00,94.12,C_3372,CARD_3372_A,DEV_3372_A,M_0261,192.168.23.123,H,american express,credit,gmail.com,ZIP_10372,US,0
TX_0000140,2026-01-01T01:56:22.747552+00:00,119.5,C_3405,CARD_3405_A,DEV_3405_A,M_0944,192.168.23.156,C,mastercard,debit,hotmail.com,ZIP_10405,US,0
TX_0000141,2026-01-01T01:58:38.576069+00:00,77.13,C_4129,CARD_4129_A,DEV_4129_A,M_0596,192.168.26.130,S,visa,credit,gmail.com,ZIP_10529,US,0
TX_0000142,2026-01-01T01:59:00.003184+00:00,68.58,C_6032,CARD_6032_A,DEV_6032_A,M_0942,192.168.34.33,W,visa,debit,gmail.com,ZIP_10032,US,0
TX_0000143,2026-01-01T02:00:03.011137+00:00,152.88,C_0973,CARD_0973_A,DEV_0973_A,M_0386,192.168.13.224,R,visa,debit,gmail.com,ZIP_10373,US,0
TX_0000144,2026-01-01T02:00:03.405572+00:00,191.93,C_4131,CARD_4131_A,DEV_4131_A,M_0848,192.168.26.132,R,discover,debit,outlook.com,ZIP_10531,US,0
TX_0000145,2026-01-01T02:00:06.465075+00:00,5.0,C_6165,CARD_6165_A,DEV_6165_B,M_0982,192.168.34.166,H,american express,debit,icloud.com,ZIP_10165,US,0
TX_0000146,2026-01-01T02:00:35.943550+00:00,22.3,C_4964,CARD_4964_A,DEV_4964_A,M_0135,198.51.100.25,R,mastercard,debit,hotmail.com,ZIP_10164,US,0
TX_0000147,2026-01-01T02:00:55.284895+00:00,115.67,C_6113,CARD_6113_A,DEV_6113_A,M_0130,198.51.100.32,S,mastercard,debit,yahoo.com,ZIP_10113,US,0
